Electoral division,Postcode,Per cent
Throsby             ,2579,17.9
Wakefield           ,5108,33.6
Wakefield           ,5109,31.0
Wakefield           ,5110,28.5
Wakefield           ,5111,100.0
Wakefield           ,5112,100.0
Wakefield           ,5113,100.0
Wakefield           ,5114,98.5
Wakefield           ,5115,100.0
Wakefield           ,5116,100.0
Wakefield           ,5117,100.0
Wakefield           ,5118,96.8
Wakefield           ,5120,91.9
Wakefield           ,5121,100.0
Wakefield           ,5350,17.0
Wakefield           ,5351,0.6
Wakefield           ,5352,4.4
Wakefield           ,5355,14.3
Wakefield           ,5356,8.4
Wakefield           ,5360,100.0
Wakefield           ,5371,100.0
Wakefield           ,5372,100.0
Wakefield           ,5373,100.0
Wakefield           ,5374,0.5
Wakefield           ,5400,100.0
Wakefield           ,5401,100.0
Wakefield           ,5410,100.0
Wakefield           ,5411,100.0
Wakefield           ,5412,100.0
Wakefield           ,5413,97.3
Wakefield           ,5414,100.0
Wakefield           ,5415,100.0
Wakefield           ,5416,6.1
Wakefield           ,5451,100.0
Wakefield           ,5452,100.0
Wakefield           ,5453,96.5
Wakefield           ,5455,100.0
Wakefield           ,5460,100.0
Wakefield           ,5461,97.4
Wakefield           ,5464,3.6
Wakefield           ,5501,100.0
Wakefield           ,5502,100.0
Wakefield           ,5550,95.3
Wannon              ,3237,11.3
Wannon              ,3239,11.5
Wannon              ,3249,3.3
Wannon              ,3251,1.0
Wannon              ,3260,100.0
Wannon              ,3264,100.0
Wannon              ,3265,100.0
Wannon              ,3266,100.0
Wannon              ,3267,100.0
Wannon              ,3268,100.0
Wannon              ,3269,100.0
Wannon              ,3270,100.0
Wannon              ,3271,100.0
Wannon              ,3272,100.0
Wannon              ,3273,100.0
Wannon              ,3274,100.0
Wannon              ,3275,100.0
Wannon              ,3276,100.0
Wannon              ,3277,100.0
Wannon              ,3278,100.0
Wannon              ,3279,100.0
Wannon              ,3280,100.0
Wannon              ,3281,100.0
Wannon              ,3282,100.0
Wannon              ,3283,100.0
Wannon              ,3284,100.0
Wannon              ,3285,100.0
Wannon              ,3286,100.0
Wannon              ,3287,100.0
Wannon              ,3289,100.0
Wannon              ,3292,100.0
Wannon              ,3293,100.0
Wannon              ,3294,100.0
Wannon              ,3300,100.0
Wannon              ,3301,100.0
Wannon              ,3302,100.0
Wannon              ,3303,100.0
Wannon              ,3304,100.0
Wannon              ,3305,100.0
Wannon              ,3309,100.0
Wannon              ,3310,100.0
Wannon              ,3311,100.0
Wannon              ,3312,81.2
Wannon              ,3314,100.0
Wannon              ,3315,99.3
Wannon              ,3317,11.4
Wannon              ,3322,8.7
Wannon              ,3323,100.0
Wannon              ,3324,99.3
Wannon              ,3325,100.0
Wannon              ,3351,22.8
Wannon              ,3352,5.7
Wannon              ,3360,6.6
Wannon              ,3361,100.0
Wannon              ,3371,14.4
Wannon              ,3373,100.0
Wannon              ,3374,100.0
Wannon              ,3375,100.0
Wannon              ,3377,100.0
Wannon              ,3378,100.0
Wannon              ,3379,100.0
Wannon              ,3380,100.0
Wannon              ,3381,100.0
Wannon              ,3384,85.6
Wannon              ,3385,80.4
Wannon              ,3387,99.0
Wannon              ,3388,2.9
Wannon              ,3401,0.4
Wannon              ,3407,100.0
Wannon              ,3465,1.8
Wannon              ,3467,100.0
Wannon              ,3468,100.0
Wannon              ,3469,100.0
Wannon              ,3477,12.0
Wannon              ,3478,8.9
Warringah           ,2086,16.6
Warringah           ,2087,58.9
Warringah           ,2088,100.0
Warringah           ,2089,78.8
Warringah           ,2090,99.9
Warringah           ,2092,100.0
Warringah           ,2093,100.0
Warringah           ,2094,100.0
Warringah           ,2095,100.0
Warringah           ,2096,100.0
Warringah           ,2099,27.3
Warringah           ,2100,78.3
Watson              ,2132,25.2
Watson              ,2133,89.7
Watson              ,2134,54.9
Watson              ,2135,54.4
Watson              ,2136,100.0
Watson              ,2190,100.0
Watson              ,2191,100.0
Watson              ,2192,100.0
Watson              ,2193,27.7
Watson              ,2194,100.0
Watson              ,2195,100.0
Watson              ,2196,86.3
Watson              ,2200,8.4
Watson              ,2206,7.0
Watson              ,2208,8.4
Watson              ,2209,7.6
Watson              ,2210,0.2
Wentworth           ,2010,31.7
Wentworth           ,2011,100.0
Wentworth           ,2021,100.0
Wentworth           ,2022,100.0
Wentworth           ,2023,100.0
Wentworth           ,2024,100.0
Wentworth           ,2025,100.0
Wentworth           ,2026,100.0
Wentworth           ,2027,100.0
Wentworth           ,2028,100.0
Wentworth           ,2029,100.0
Wentworth           ,2030,100.0
Wentworth           ,2031,35.2
Werriwa             ,2167,100.0
Werriwa             ,2170,47.5
Werriwa             ,2171,66.5
Werriwa             ,2174,61.3
Werriwa             ,2179,89.6
Werriwa             ,2557,13.7
Werriwa             ,2558,100.0
Werriwa             ,2559,83.7
Werriwa             ,2560,4.5
Werriwa             ,2564,100.0
Werriwa             ,2565,100.0
Werriwa             ,2566,100.0
Wide Bay            ,4562,13.6
Wide Bay            ,4563,100.0
Wide Bay            ,4565,100.0
Wide Bay            ,4566,100.0
Wide Bay            ,4567,100.0
Wide Bay            ,4568,100.0
Wide Bay            ,4569,100.0
Wide Bay            ,4570,100.0
Wide Bay            ,4571,100.0
Wide Bay            ,4573,22.5
Wide Bay            ,4574,7.0
Wide Bay            ,4580,100.0
Wide Bay            ,4581,100.0
Wide Bay            ,4600,100.0
Wide Bay            ,4601,100.0
Wide Bay            ,4605,99.6
Wide Bay            ,4615,0.2
Wide Bay            ,4620,100.0
Wide Bay            ,4621,5.1
Wide Bay            ,4650,99.8
Wide Bay            ,4655,1.1
Wide Bay            ,4659,0.6
Wills               ,3041,82.3
Wills               ,3043,12.8
Wills               ,3044,100.0
Wills               ,3046,100.0
Wills               ,3055,100.0
Wills               ,3056,86.9
Wills               ,3057,74.6
Wills               ,3058,99.1
Wills               ,3060,98.4
Wills               ,3068,0.5
Wright              ,4118,10.2
Wright              ,4124,46.9
Wright              ,4125,22.5
Wright              ,4207,9.4
Wright              ,4210,33.7
Wright              ,4211,12.7
Wright              ,4213,54.1
Wright              ,4270,100.0
Wright              ,4271,100.0
Wright              ,4272,100.0
Wright              ,4275,100.0
Wright              ,4280,97.9
Wright              ,4285,100.0
Wright              ,4287,100.0
Wright              ,4305,0.3
Wright              ,4306,2.7
Wright              ,4307,94.6
Wright              ,4309,100.0
Wright              ,4310,100.0
Wright              ,4311,15.7
Wright              ,4340,10.5
Wright              ,4341,100.0
Wright              ,4342,99.6
Wright              ,4343,100.0
Wright              ,4344,100.0
Wright              ,4345,100.0
Wright              ,4347,100.0
Wright              ,4352,15.5
Wright              ,4359,0.9
